Index;delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_date;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
230;DLV-00230;blue dart;clothing;scooter;express;south;clear;36.9;45.45;13/12/2024;2;yes;delayed;3;370.85
231;DLV-00231;fedex;automobile parts;ev van;same day;central;stormy;262.9;31.73;16/04/2024;16;yes;delayed;2;1509.69
232;DLV-00232;amazon logistics;fragile items;scooter;standard;central;clear;262.7;28.7;22/04/2024;5;no;delivered;5;1399.6
233;DLV-00233;delhivery;electronics;ev van;two day;east;hot;167.2;35.91;15/10/2024;7;no;delivered;3;943.73
234;DLV-00234;xpressbees;pharmacy;van;express;south;hot;127.4;3.49;28/10/2024;3;no;delivered;3;697.47
235;DLV-00235;fedex;fragile items;ev van;standard;central;foggy;267.0;26.49;20/01/2024;11;no;delivered;3;1414.47
236;DLV-00236;xpressbees;furniture;truck;same day;south;cold;214.0;34.34;28/02/2024;7;no;delivered;4;1273.02
237;DLV-00237;shadowfax;groceries;bike;same day;east;stormy;10.6;42.68;02/12/2024;5;no;delivered;5;281.04
238;DLV-00238;dhl;documents;scooter;same day;central;rainy;124.2;1.02;30/03/2024;7;no;delivered;5;724.06
239;DLV-00239;ekart;furniture;ev van;two day;north;stormy;129.5;13.38;18/07/2024;7;no;delivered;4;687.64
240;DLV-00240;shadowfax;automobile parts;scooter;express;south;foggy;257.0;10.83;21/10/2024;7;yes;delayed;2;1367.49
241;DLV-00241;blue dart;pharmacy;scooter;two day;south;hot;264.9;43.16;07/05/2024;9;no;delivered;5;1453.98
242;DLV-00242;shadowfax;cosmetics;bike;two day;west;stormy;163.5;19.83;22/03/2024;8;no;delivered;5;876.99
243;DLV-00243;delhivery;fragile items;truck;same day;north;hot;34.6;47.42;10/04/2024;3;no;delivered;4;415.26
244;DLV-00244;shadowfax;fragile items;ev bike;two day;north;rainy;183.1;38.15;10/07/2024;13;no;delivered;4;1029.95
245;DLV-00245;shadowfax;groceries;ev van;standard;south;clear;138.7;43.15;30/12/2024;3;no;delivered;5;822.95
246;DLV-00246;delhivery;cosmetics;ev van;same day;south;foggy;127.5;41.92;30/03/2024;6;no;delivered;5;863.26
247;DLV-00247;xpressbees;documents;ev van;standard;west;clear;295.3;8.06;30/06/2024;10;no;delivered;4;1500.68
248;DLV-00248;dhl;pharmacy;ev van;express;central;foggy;297.1;2.64;27/03/2024;12;yes;delayed;3;1551.92
249;DLV-00249;amazon logistics;documents;truck;same day;east;foggy;123.5;29.37;08/12/2024;8;yes;delayed;2;805.61
250;DLV-00250;delhivery;automobile parts;ev bike;standard;south;stormy;280.4;3.78;03/01/2024;11;no;delivered;4;1413.34
251;DLV-00251;blue dart;cosmetics;truck;express;west;hot;74.1;28.64;26/11/2024;3;yes;failed;1;506.42
252;DLV-00252;fedex;pharmacy;bike;express;west;cold;58.9;11.97;23/10/2024;2;no;delivered;3;380.41
253;DLV-00253;blue dart;furniture;bike;standard;north;clear;197.4;47.42;07/09/2024;8;no;delivered;5;1129.26
254;DLV-00254;ekart;furniture;bike;same day;central;foggy;150.6;22.4;07/07/2024;7;no;delivered;4;920.2
255;DLV-00255;shadowfax;fragile items;van;two day;east;hot;224.0;31.45;28/07/2024;4;no;delivered;3;1214.35
256;DLV-00256;blue dart;documents;van;two day;west;rainy;33.9;29.91;15/08/2024;4;no;delivered;5;259.23
257;DLV-00257;xpressbees;fragile items;truck;two day;north;cold;145.2;46.17;01/02/2024;5;no;delivered;3;864.51
258;DLV-00258;delhivery;documents;truck;two day;central;stormy;204.9;41.15;09/09/2024;9;no;delivered;4;1147.95
259;DLV-00259;blue dart;clothing;van;standard;central;foggy;150.8;39.64;16/12/2024;6;no;delivered;3;872.92
260;DLV-00260;shadowfax;cosmetics;ev bike;standard;central;clear;86.6;16.17;17/01/2024;3;no;delivered;5;481.51
261;DLV-00261;amazon logistics;cosmetics;ev van;standard;east;stormy;150.7;17.56;18/01/2024;8;no;delivered;4;806.18
262;DLV-00262;blue dart;groceries;scooter;two day;north;clear;176.0;18.92;21/11/2024;5;no;delivered;4;936.76
263;DLV-00263;ekart;pharmacy;scooter;standard;east;rainy;165.6;18.69;06/07/2024;7;no;delivered;3;884.07
264;DLV-00264;ecom express;cosmetics;ev van;two day;west;foggy;170.2;44.12;07/07/2024;5;no;delivered;5;983.36
265;DLV-00265;ecom express;fragile items;ev van;express;east;clear;133.4;24.33;09/04/2024;4;yes;failed;2;789.99
266;DLV-00266;shadowfax;automobile parts;scooter;same day;east;clear;100.0;33.34;20/06/2024;4;no;delivered;3;700.02
267;DLV-00267;fedex;fragile items;truck;two day;south;cold;22.1;11.47;20/02/2024;1;no;delivered;5;144.91
268;DLV-00268;dhl;groceries;truck;two day;west;foggy;14.9;49.35;04/02/2024;4;no;delivered;3;222.55
269;DLV-00269;shadowfax;documents;truck;standard;east;clear;160.6;48.08;23/06/2024;6;no;delivered;4;947.24
270;DLV-00270;shadowfax;electronics;ev van;express;west;rainy;257.8;30.28;22/10/2024;7;yes;failed;1;1429.84
271;DLV-00271;ekart;pharmacy;bike;standard;north;stormy;235.9;46.05;03/08/2024;11;no;delivered;3;1317.65
272;DLV-00272;delhivery;pharmacy;truck;express;south;cold;161.3;41.74;30/07/2024;5;no;delivered;3;981.72
273;DLV-00273;blue dart;cosmetics;scooter;express;central;foggy;192.2;4.85;07/06/2024;7;yes;delayed;2;1025.55
274;DLV-00274;ecom express;electronics;ev bike;two day;west;rainy;293.0;48.5;06/06/2024;9;no;delivered;5;1610.5
275;DLV-00275;dhl;cosmetics;truck;same day;west;foggy;290.2;15.21;26/11/2024;11;yes;delayed;3;1596.63
276;DLV-00276;fedex;fragile items;ev bike;standard;east;hot;297.1;10.39;27/10/2024;5;no;delivered;4;1523.17
277;DLV-00277;fedex;cosmetics;ev van;express;east;clear;5.9;49.52;25/01/2024;1;no;delivered;4;228.09
278;DLV-00278;amazon logistics;furniture;ev bike;same day;west;stormy;191.2;5.3;16/06/2024;8;yes;delayed;3;1071.9
279;DLV-00279;delhivery;electronics;ev van;same day;west;foggy;223.8;32.15;28/08/2024;8;yes;delayed;2;1315.45
280;DLV-00280;delhivery;furniture;ev bike;two day;east;cold;31.8;46.64;22/08/2024;2;no;delivered;5;298.92
281;DLV-00281;ekart;pharmacy;truck;standard;central;foggy;109.6;49.52;07/09/2024;5;no;delivered;5;696.68
282;DLV-00282;fedex;pharmacy;van;two day;south;stormy;50.4;43.7;15/02/2024;9;no;delivered;5;383.1
283;DLV-00283;xpressbees;pharmacy;van;two day;south;hot;116.0;45.04;15/04/2024;3;no;delivered;4;715.12
284;DLV-00284;fedex;furniture;van;standard;west;hot;132.9;24.05;31/07/2024;3;no;delivered;5;736.65
285;DLV-00285;dhl;furniture;truck;same day;west;clear;54.3;47.84;11/06/2024;2;no;delivered;5;515.02
286;DLV-00286;ecom express;documents;ev bike;same day;east;foggy;149.3;9.87;12/12/2024;6;no;delivered;3;876.11
287;DLV-00287;blue dart;pharmacy;van;two day;central;clear;57.1;12.91;14/09/2024;4;no;delivered;5;324.23
288;DLV-00288;shadowfax;documents;truck;standard;central;clear;276.8;10.69;04/12/2024;12;no;delivered;4;1416.07
289;DLV-00289;fedex;furniture;van;standard;south;foggy;51.7;34.82;05/05/2024;5;no;delivered;5;362.96
290;DLV-00290;fedex;groceries;truck;two day;west;foggy;154.3;1.91;08/03/2024;4;no;delivered;5;777.23
291;DLV-00291;amazon logistics;cosmetics;ev bike;standard;central;hot;103.9;11.4;07/03/2024;4;no;delivered;5;553.7
292;DLV-00292;ekart;automobile parts;van;express;central;hot;127.4;22.72;16/05/2024;6;yes;delayed;2;755.16
293;DLV-00293;ecom express;pharmacy;van;express;east;cold;117.4;18.36;08/09/2024;3;no;delivered;4;692.08
294;DLV-00294;ekart;clothing;scooter;same day;west;rainy;293.6;0.67;21/04/2024;10;yes;failed;1;1569.17
295;DLV-00295;fedex;cosmetics;van;express;west;stormy;199.4;11.71;18/11/2024;8;yes;delayed;2;1082.13
296;DLV-00296;fedex;documents;van;two day;central;clear;15.6;2.87;18/02/2024;1;no;delivered;5;95.6674
297;DLV-00297;amazon logistics;electronics;bike;standard;south;foggy;250.7;11.8;28/09/2024;7;no;delivered;4;1288.9
298;DLV-00298;dhl;clothing;ev van;same day;north;clear;164.1;25.8;11/04/2024;2;no;delivered;5;997.9
299;DLV-00299;ekart;automobile parts;ev van;same day;west;cold;35.8;18.21;05/05/2024;3;no;delivered;4;333.63
300;DLV-00300;delhivery;groceries;scooter;same day;west;stormy;142.0;41.28;02/06/2024;6;no;delivered;5;933.84
301;DLV-00301;dhl;clothing;ev van;standard;central;clear;40.9;19.04;27/10/2024;2;no;delivered;5;261.62
302;DLV-00302;amazon logistics;clothing;scooter;express;north;foggy;167.7;20.09;05/06/2024;7;yes;delayed;3;948.77
303;DLV-00303;delhivery;pharmacy;van;two day;north;hot;111.8;15.89;26/07/2024;3;no;delivered;4;606.67
304;DLV-00304;ecom express;cosmetics;bike;same day;east;hot;21.0;8.0;08/01/2024;0;no;delivered;4;229.0
305;DLV-00305;fedex;groceries;truck;standard;west;hot;196.4;10.26;07/08/2024;4;no;delivered;3;1012.78
306;DLV-00306;blue dart;electronics;van;same day;central;stormy;70.8;46.37;14/08/2024;8;yes;delayed;2;593.11
307;DLV-00307;ekart;groceries;scooter;two day;west;cold;230.1;25.52;24/05/2024;8;no;delivered;4;1227.06
308;DLV-00308;fedex;pharmacy;scooter;two day;west;cold;271.2;45.63;18/03/2024;9;no;delivered;5;1492.89
309;DLV-00309;ekart;clothing;ev van;standard;south;foggy;73.6;30.03;04/12/2024;4;no;delivered;3;458.09
310;DLV-00310;delhivery;documents;ev bike;standard;east;cold;92.4;17.36;18/05/2024;1;no;delivered;4;514.08
311;DLV-00311;shadowfax;electronics;bike;standard;north;hot;14.9;49.46;15/10/2024;1;no;delivered;5;222.88
312;DLV-00312;xpressbees;furniture;bike;express;west;clear;145.0;3.55;18/04/2024;5;yes;delayed;3;785.65
313;DLV-00313;blue dart;clothing;bike;two day;north;hot;252.2;46.23;29/07/2024;9;no;delivered;4;1399.69
314;DLV-00314;ekart;clothing;scooter;express;north;rainy;33.9;21.07;19/01/2024;4;yes;delayed;2;282.71
315;DLV-00315;ekart;clothing;ev bike;two day;north;cold;51.2;39.62;03/04/2024;2;no;delivered;5;374.86
316;DLV-00316;shadowfax;cosmetics;bike;standard;central;rainy;223.6;40.23;21/03/2024;12;no;delivered;5;1238.69
317;DLV-00317;xpressbees;furniture;scooter;two day;north;foggy;191.8;15.48;29/07/2024;6;no;delivered;3;1005.44
318;DLV-00318;xpressbees;automobile parts;bike;two day;south;cold;60.6;4.14;20/08/2024;2;no;delivered;3;315.42
319;DLV-00319;ecom express;groceries;truck;two day;central;hot;52.2;39.45;08/01/2024;1;no;delivered;4;379.35
320;DLV-00320;xpressbees;clothing;ev bike;same day;north;clear;22.1;36.84;08/06/2024;3;no;delivered;5;321.02
321;DLV-00321;ekart;clothing;truck;same day;east;cold;6.3;13.42;23/06/2024;1;no;delivered;4;171.76
322;DLV-00322;delhivery;automobile parts;ev van;standard;north;foggy;127.4;42.36;27/11/2024;8;no;delivered;4;764.08
323;DLV-00323;shadowfax;pharmacy;ev bike;two day;east;stormy;33.2;27.73;24/11/2024;7;no;delivered;5;249.19
324;DLV-00324;ecom express;documents;ev bike;same day;central;clear;88.3;38.22;08/08/2024;4;no;delivered;5;656.16
325;DLV-00325;ecom express;pharmacy;scooter;same day;south;clear;262.3;23.86;24/11/2024;6;no;delivered;5;1483.08
326;DLV-00326;ekart;pharmacy;ev van;express;east;foggy;15.8;4.79;14/08/2024;1;no;delivered;4;143.37
327;DLV-00327;ekart;clothing;truck;standard;central;foggy;239.2;4.47;01/04/2024;8;no;delivered;5;1209.41
328;DLV-00328;delhivery;cosmetics;bike;same day;east;clear;115.1;33.73;05/10/2024;5;no;delivered;3;776.69
329;DLV-00329;blue dart;clothing;bike;same day;central;clear;124.2;49.52;21/04/2024;6;no;delivered;4;870.85
330;DLV-00330;fedex;clothing;ev van;standard;south;hot;291.8;38.8;17/09/2024;7;no;delivered;4;1575.4
331;DLV-00331;fedex;cosmetics;scooter;two day;south;stormy;171.0;23.14;02/07/2024;12;no;delivered;5;924.42
332;DLV-00332;dhl;furniture;van;standard;north;stormy;12.0;43.81;31/01/2024;5;no;delivered;5;191.43
333;DLV-00333;ekart;clothing;ev bike;same day;south;stormy;238.4;24.39;23/10/2024;11;yes;delayed;3;1365.17
334;DLV-00334;amazon logistics;electronics;ev bike;standard;north;cold;166.8;28.47;28/04/2024;4;no;delivered;5;919.41
335;DLV-00335;fedex;pharmacy;bike;two day;east;foggy;233.3;16.84;24/08/2024;7;no;delivered;5;1217.02
336;DLV-00336;amazon logistics;cosmetics;truck;express;north;cold;46.2;34.0;06/08/2024;2;no;delivered;4;383.0
337;DLV-00337;ecom express;clothing;ev van;express;north;rainy;79.5;28.58;09/03/2024;7;yes;delayed;3;533.24
338;DLV-00338;ekart;groceries;van;same day;east;hot;273.2;47.03;19/10/2024;9;yes;delayed;2;1607.09
339;DLV-00339;blue dart;groceries;truck;two day;west;stormy;129.5;19.91;01/04/2024;9;no;delivered;3;707.23
340;DLV-00340;ecom express;automobile parts;scooter;same day;north;rainy;153.7;24.73;14/09/2024;6;no;delivered;4;942.69
341;DLV-00341;shadowfax;fragile items;ev bike;same day;west;clear;193.3;8.82;09/04/2024;4;no;delivered;4;1092.96
342;DLV-00342;ekart;documents;bike;standard;east;clear;159.0;38.64;06/04/2024;8;no;delivered;5;910.92
343;DLV-00343;shadowfax;furniture;truck;two day;north;stormy;225.4;49.16;20/04/2024;12;no;delivered;5;1274.48
344;DLV-00344;fedex;automobile parts;van;same day;east;clear;67.7;48.92;17/11/2024;5;no;delivered;3;585.26
345;DLV-00345;ecom express;groceries;truck;standard;central;stormy;276.3;23.98;25/02/2024;13;no;delivered;4;1453.44
346;DLV-00346;ekart;clothing;van;express;east;hot;17.1;26.57;02/01/2024;1;no;delivered;5;215.21
347;DLV-00347;ecom express;documents;ev van;same day;central;hot;150.4;15.12;15/09/2024;5;no;delivered;5;897.36
348;DLV-00348;ecom express;pharmacy;ev van;two day;central;clear;297.1;48.54;30/09/2024;7;no;delivered;5;1632.7205999999999
349;DLV-00349;blue dart;automobile parts;scooter;same day;south;clear;198.0;5.95;01/04/2024;7;no;delivered;4;1107.85
350;DLV-00350;blue dart;documents;bike;express;north;rainy;145.2;38.94;22/09/2024;7;yes;delayed;3;892.82
351;DLV-00351;fedex;electronics;van;express;west;foggy;285.8;28.09;21/05/2024;8;yes;delayed;2;1563.27
352;DLV-00352;delhivery;clothing;truck;same day;east;clear;24.3;32.34;17/01/2024;1;no;delivered;5;318.52
353;DLV-00353;ekart;groceries;ev bike;two day;south;foggy;127.3;31.7;14/07/2024;6;no;delivered;4;731.6
354;DLV-00354;dhl;electronics;truck;same day;north;clear;271.2;21.93;02/10/2024;8;yes;delayed;3;1521.79
355;DLV-00355;ecom express;electronics;truck;two day;north;clear;204.4;26.11;26/03/2024;6;no;delivered;4;1100.33
356;DLV-00356;ecom express;pharmacy;bike;same day;central;foggy;111.2;34.93;15/04/2024;5;no;delivered;4;760.79
357;DLV-00357;blue dart;fragile items;ev bike;express;north;stormy;293.3;47.56;29/02/2024;15;yes;delayed;3;1632.7205999999999
358;DLV-00358;ecom express;documents;scooter;express;central;foggy;228.0;20.54;15/04/2024;8;yes;delayed;3;1251.62
359;DLV-00359;delhivery;furniture;van;express;south;hot;293.2;22.4;03/02/2024;6;no;delivered;4;1583.2
360;DLV-00360;xpressbees;pharmacy;van;standard;north;rainy;175.5;8.95;28/04/2024;9;no;delivered;4;904.35
361;DLV-00361;amazon logistics;cosmetics;bike;same day;east;clear;3.6;33.73;08/03/2024;1;no;delivered;5;218.19
362;DLV-00362;ecom express;automobile parts;van;standard;north;cold;291.6;45.93;26/09/2024;7;no;delivered;4;1595.79
363;DLV-00363;ekart;fragile items;van;two day;south;foggy;247.4;26.71;08/06/2024;7;no;delivered;5;1317.13
364;DLV-00364;ecom express;documents;scooter;two day;north;stormy;165.5;12.13;21/09/2024;13;no;delivered;4;863.89
365;DLV-00365;blue dart;automobile parts;scooter;express;north;hot;49.1;23.26;03/12/2024;3;yes;delayed;2;365.28
366;DLV-00366;fedex;electronics;bike;same day;north;rainy;264.4;23.82;28/01/2024;10;yes;delayed;3;1493.46
367;DLV-00367;fedex;automobile parts;ev van;standard;central;clear;191.6;12.02;14/02/2024;6;no;delivered;4;994.06
368;DLV-00368;ekart;clothing;scooter;same day;north;cold;3.6;27.96;16/12/2024;1;no;delivered;4;193.38
369;DLV-00369;delhivery;clothing;ev van;two day;south;hot;148.6;30.89;13/05/2024;6;no;delivered;3;835.67
370;DLV-00370;xpressbees;clothing;ev van;same day;north;stormy;294.7;12.88;17/12/2024;11;yes;failed;1;1612.14
371;DLV-00371;dhl;clothing;van;two day;north;cold;176.2;22.79;02/06/2024;6;no;delivered;5;949.37
372;DLV-00372;shadowfax;furniture;ev bike;standard;north;foggy;213.5;32.62;19/03/2024;8;no;delivered;5;1165.36
373;DLV-00373;dhl;pharmacy;scooter;two day;north;clear;197.8;45.41;21/02/2024;6;no;delivered;4;1125.23
374;DLV-00374;dhl;cosmetics;scooter;express;north;hot;156.1;4.66;26/06/2024;7;yes;delayed;3;844.48
375;DLV-00375;amazon logistics;electronics;ev van;standard;east;hot;207.9;44.9;06/01/2024;6;no;delivered;4;1174.2
376;DLV-00376;delhivery;documents;truck;same day;south;foggy;59.5;6.85;25/05/2024;4;no;delivered;3;418.05
377;DLV-00377;xpressbees;clothing;ev bike;same day;north;rainy;102.0;24.77;19/02/2024;5;no;delivered;4;684.31
378;DLV-00378;xpressbees;clothing;ev van;standard;south;hot;266.9;44.04;20/11/2024;8;no;delivered;3;1466.62
379;DLV-00379;dhl;cosmetics;bike;express;east;clear;81.7;46.02;10/06/2024;4;yes;delayed;2;596.56
380;DLV-00380;ekart;pharmacy;scooter;two day;east;clear;125.6;39.58;04/05/2024;2;no;delivered;4;746.74
381;DLV-00381;delhivery;clothing;ev van;standard;north;cold;31.9;4.86;27/11/2024;1;no;delivered;3;174.08
382;DLV-00382;ecom express;documents;bike;standard;central;rainy;279.2;15.87;06/06/2024;11;no;delivered;3;1443.61
383;DLV-00383;ecom express;automobile parts;van;two day;south;hot;81.5;9.82;04/07/2024;3;no;delivered;4;436.96
384;DLV-00384;ekart;pharmacy;bike;same day;south;stormy;174.7;26.14;27/12/2024;13;yes;delayed;3;1051.92
385;DLV-00385;delhivery;documents;scooter;express;east;cold;120.2;19.66;09/04/2024;3;no;delivered;3;709.98
386;DLV-00386;blue dart;automobile parts;scooter;express;south;cold;104.7;45.94;20/05/2024;5;yes;delayed;3;711.32
387;DLV-00387;delhivery;clothing;scooter;two day;west;foggy;51.3;12.1;14/01/2024;2;no;delivered;5;292.8
388;DLV-00388;amazon logistics;documents;ev bike;two day;central;hot;297.1;42.42;14/04/2024;9;no;delivered;3;1621.26
389;DLV-00389;ecom express;cosmetics;scooter;standard;central;clear;87.5;18.02;28/09/2024;3;no;delivered;3;491.56
390;DLV-00390;blue dart;furniture;ev bike;two day;south;cold;119.5;43.59;19/05/2024;4;no;delivered;4;728.27
391;DLV-00391;xpressbees;electronics;ev van;express;north;cold;58.6;13.04;17/02/2024;4;yes;delayed;3;382.12
392;DLV-00392;blue dart;fragile items;truck;express;north;rainy;188.6;21.04;13/05/2024;11;yes;delayed;2;1056.12
393;DLV-00393;dhl;documents;truck;express;south;stormy;26.8;19.35;30/09/2024;7;yes;delayed;3;242.05
394;DLV-00394;shadowfax;cosmetics;van;express;west;cold;199.2;38.15;30/12/2024;6;yes;delayed;2;1160.45
395;DLV-00395;xpressbees;groceries;ev bike;same day;east;rainy;151.4;31.11;02/10/2024;9;yes;delayed;3;950.33
396;DLV-00396;amazon logistics;cosmetics;ev bike;two day;south;clear;194.6;47.14;02/04/2024;9;no;delivered;4;1114.42
397;DLV-00397;delhivery;automobile parts;ev van;standard;north;cold;3.6;8.13;18/10/2024;1;no;delivered;5;95.6674
398;DLV-00398;blue dart;cosmetics;scooter;same day;east;rainy;202.4;49.52;12/08/2024;11;yes;delayed;2;1262.0
399;DLV-00399;ekart;automobile parts;ev bike;standard;central;clear;14.7;4.68;24/10/2024;2;no;delivered;3;95.6674
400;DLV-00400;ekart;furniture;bike;standard;west;foggy;275.3;26.86;20/05/2024;7;no;delivered;4;1457.08
401;DLV-00401;ecom express;electronics;van;express;south;foggy;238.2;10.53;25/03/2024;8;yes;delayed;3;1272.59
402;DLV-00402;xpressbees;furniture;bike;two day;east;rainy;38.0;24.15;26/12/2024;4;no;delivered;5;262.45
403;DLV-00403;ekart;furniture;truck;express;east;cold;167.3;38.22;12/02/2024;5;no;delivered;4;1001.16
404;DLV-00404;ecom express;cosmetics;ev van;express;central;clear;287.1;24.05;05/07/2024;11;yes;failed;2;1557.65
405;DLV-00405;fedex;documents;ev bike;two day;south;cold;73.5;42.84;28/04/2024;3;no;delivered;5;496.02
406;DLV-00406;fedex;cosmetics;ev bike;express;south;stormy;22.7;35.35;15/05/2024;4;yes;delayed;3;269.55
407;DLV-00407;dhl;groceries;truck;two day;east;rainy;127.3;25.67;19/08/2024;6;no;delivered;5;713.51
408;DLV-00408;blue dart;cosmetics;truck;two day;north;foggy;42.3;47.15;09/05/2024;5;no;delivered;4;352.95
409;DLV-00409;ecom express;groceries;bike;same day;central;clear;233.5;40.49;11/09/2024;11;yes;delayed;2;1388.97
410;DLV-00410;delhivery;groceries;ev bike;two day;south;cold;273.7;47.53;14/10/2024;6;no;delivered;3;1511.09
411;DLV-00411;blue dart;clothing;ev bike;two day;central;hot;135.4;27.11;16/11/2024;5;no;delivered;5;758.33
412;DLV-00412;ekart;fragile items;bike;standard;east;cold;297.1;46.75;12/05/2024;9;no;delivered;3;1632.7205999999999
413;DLV-00413;ekart;electronics;truck;standard;west;clear;57.8;7.31;05/08/2024;2;no;delivered;4;310.93
414;DLV-00414;blue dart;documents;van;express;west;cold;275.4;46.96;03/07/2024;11;yes;delayed;3;1567.88
